Time (sec),Linear Velocity (cm/s),Angular Velocity (RPM),Linear Displacement (centimeter),Angular Displacement (deg),Force (dyne),Torque (dyne-cm),Hydraulic ForceX (dyne),Hydraulic ForceY (dyne),Hydraulic ForceZ (dyne),Hydraulic TorqueX (dyne-cm),Hydraulic TorqueY (dyne-cm),Hydraulic TorqueZ (dyne-cm)
0.594,0,100,0,356.4,0,-52.6082,-0.0756645,0.124018,4.06516,-0.433798,0.266698,-51.1197
0.597,0,100,0,358.2,0,-51.1197,0.0790023,0.159257,5.22379,-0.131432,1.66986,-56.4648
0.6,0,100,0,2.66454e-13,0,-56.4648,0.533228,0.450126,17.7474,1.39317,2.58051,-75.1359
0.603,0,100,0,1.8,0,-75.1359,-0.25023,-0.152276,3.06779,-0.769282,-1.45787,-39.3446
0.606,0,100,0,3.6,0,-39.3446,0.166217,0.00158795,3.61163,0.299908,0.690385,-37.5462
0.609,0,100,0,5.4,0,-37.5462,0.237323,-0.109257,3.75112,0.825513,0.832072,-35.6071
0.612,0,100,0,7.20001,0,-35.6071,0.100522,-0.00457842,2.18161,-0.135634,0.780283,-34.6741
0.615,0,100,0,9.00001,0,-34.6741,-0.136684,-0.172515,1.55205,-0.724631,-1.16683,-36.3053
0.618,0,100,0,10.8,0,-36.3053,-0.0301218,-0.305183,1.70619,1.05852,-1.03064,-36.4827
0.621,0,100,0,12.6,0,-36.4827,-0.156383,-0.198163,1.92334,0.628655,-2.00291,-40.4475
0.624,0,100,0,14.4,0,-40.4475,0.0574419,0.102184,2.9289,-0.365656,-0.815156,-43.2555
0.627,0,100,0,16.2,0,-43.2555,0.126963,-0.0198721,3.4516,-1.35269,0.377517,-46.9737
0.63,0,100,0,18,0,-46.9737,0.361101,0.116023,2.62198,0.175024,2.1499,-48.4272
0.633,0,100,0,19.8,0,-48.4272,0.0298686,-0.124555,4.17394,0.550502,-0.940612,-48.9181
0.636,0,100,0,21.6,0,-48.9181,-0.0833092,0.0197294,4.58903,-0.0715576,1.09545,-50.4518
0.639,0,100,0,23.4,0,-50.4518,-0.0620161,0.0919338,4.61735,1.50744,0.502964,-58.3791
0.642,0,100,0,25.2,0,-58.3791,0.459824,-0.0319662,3.43301,2.57801,-0.568633,-44.0468
0.645,0,100,0,27,0,-44.0468,0.0355237,-0.168736,2.77732,1.99446,-1.34817,-44.0712
0.648,0,100,0,28.8,0,-44.0712,0.246652,-0.00263617,4.87305,0.188026,-0.180548,-40.8655
0.651,0,100,0,30.6,0,-40.8655,0.138649,-0.118352,4.7076,0.753516,-0.618266,-39.194
0.654,0,100,0,32.4,0,-39.194,0.0815473,-0.159585,2.26924,0.0865646,0.622618,-35.6069
0.657,0,100,0,34.2,0,-35.6069,-0.0195526,0.00668503,2.99257,-0.363706,-1.6664,-38.5237
0.66,0,100,0,36,0,-38.5237,0.014091,0.174884,2.7851,-1.13902,-0.928851,-40.1541
0.663,0,100,0,37.8,0,-40.1541,-0.0435663,-0.100712,1.93426,0.334572,-0.780887,-42.1201
0.666,0,100,0,39.6,0,-42.1201,0.142557,-0.170237,2.2646,0.474664,-0.857762,-41.4631
0.669,0,100,0,41.4,0,-41.4631,0.0604978,-0.0976803,4.70514,-0.512364,-0.876467,-46.788
0.672,0,100,0,43.2,0,-46.788,0.0814462,0.126122,3.01557,-0.884096,-0.472747,-47.5979
0.675,0,100,0,45,0,-47.5979,-0.00893432,0.151892,3.90645,-1.29821,0.174741,-52.72
0.678,0,100,0,46.8,0,-52.72,0.104511,0.0214614,5.40857,-0.185484,0.513001,-51.4182
0.681,0,100,0,48.6,0,-51.4182,-0.0152162,-0.0466198,4.63202,0.733445,0.184731,-59.1652
0.684,0,100,0,50.4,0,-59.1652,0.159282,0.133015,1.7542,0.677613,1.86072,-43.3965
0.687,0,100,0,52.2,0,-43.3965,-0.0811838,0.0437503,2.43605,-0.42722,-0.257547,-42.4494
0.69,0,100,0,54,0,-42.4494,-0.120857,0.0389845,5.56778,-0.386015,-0.488505,-44.8957
0.693,0,100,0,55.8,0,-44.8957,0.198857,-0.25268,4.51204,1.08892,-0.420273,-38.1121
0.696,0,100,0,57.6,0,-38.1121,0.151449,-0.0559767,3.15415,-0.0215614,0.365789,-37.7985
0.699,0,100,0,59.4,0,-37.7985,0.159334,-0.159907,3.19026,0.759084,-0.604293,-38.3573
0.702,0,100,0,61.2,0,-38.3573,0.0458272,-0.149321,2.88064,0.484218,-0.876075,-39.6688
0.705,0,100,0,63,0,-39.6688,0.113747,0.171637,1.97877,-0.758405,0.827795,-39.4431
0.708,0,100,0,64.8,0,-39.4431,-0.0172309,0.0294875,1.96675,-0.245777,0.113462,-41.8743
0.711,0,100,0,66.6,0,-41.8743,0.300247,0.188131,3.7681,-0.261366,1.43892,-45.2054
0.714,0,100,0,68.4,0,-45.2054,0.128144,0.0012997,2.99757,-1.21889,-0.493548,-49.6333
0.717,0,100,0,70.2,0,-49.6333,0.174653,0.172043,3.38393,-0.800164,1.93103,-50.2135
0.72,0,100,0,72.0001,0,-50.2135,-0.0496931,-0.0242495,5.63749,-0.533977,1.43067,-51.0902
0.723,0,100,0,73.8001,0,-51.0902,-0.107436,0.218546,3.50382,-0.281313,1.15908,-52.94
0.726,0,100,0,75.6001,0,-52.94,0.0185091,0.298151,5.4813,0.259481,1.9379,-53.0779
0.729,0,100,0,77.4001,0,-53.0779,0.468232,0.711623,12.4061,0.0532648,2.80315,-62.6188
0.732,0,100,0,79.2001,0,-62.6188,0.163242,-0.200473,3.74942,0.313067,0.0969098,-44.1142
0.735,0,100,0,81.0001,0,-44.1142,0.191776,-0.128749,3.56561,0.447467,-1.01803,-36.7229
0.738,0,100,0,82.8001,0,-36.7229,0.211011,-0.13363,2.68236,1.15522,0.549313,-35.1302
0.741,0,100,0,84.6001,0,-35.1302,0.123163,-0.129847,2.48618,1.06441,-0.289634,-36.1089
0.744,0,100,0,86.4001,0,-36.1089,0.110212,-0.128679,1.51801,0.235531,0.345275,-37.5562
0.747,0,100,0,88.2001,0,-37.5562,0.22362,-0.195542,1.57451,1.40572,-0.652463,-38.1968
0.75,0,100,0,90.0001,0,-38.1968,0.114861,-0.0940431,1.99215,1.68068,-0.343141,-41.324
0.753,0,100,0,91.8,0,-41.324,0.130461,0.124177,2.7974,0.488141,0.638219,-43.5577
0.756,0,100,0,93.6,0,-43.5577,0.254055,0.325591,2.6191,-0.826239,0.739232,-46.5598
0.759,0,100,0,95.4001,0,-46.5598,0.076223,0.0710333,2.37624,-0.318709,0.609542,-48.421
0.762,0,100,0,97.2001,0,-48.421,-0.183261,0.136792,4.49844,-2.65857,0.594622,-49.7203
0.765,0,100,0,99.0001,0,-49.7203,-0.194854,0.071025,3.6862,0.0654521,0.416803,-49.8884
0.768,0,100,0,100.8,0,-49.8884,0.0787976,-0.0589544,4.57515,1.77093,1.18235,-55.7069
0.771,0,100,0,102.6,0,-55.7069,0.473718,0.716289,14.629,0.90371,1.81076,-69.0527
0.774,0,100,0,104.4,0,-69.0527,0.0439896,0.0702764,2.42961,-0.241189,0.603713,-38.815
0.777,0,100,0,106.2,0,-38.815,0.393178,0.00351921,3.77206,0.754117,0.541173,-37.1263
0.78,0,100,0,108,0,-37.1263,0.175731,0.0612799,3.02013,0.863277,0.881697,-35.5463
0.783,0,100,0,109.8,0,-35.5463,0.361512,-0.0294087,2.27026,0.0188965,0.996657,-34.2756
0.786,0,100,0,111.6,0,-34.2756,0.0947653,0.274145,1.33031,-1.32463,0.319333,-35.5101
0.789,0,100,0,113.4,0,-35.5101,0.194305,0.0946143,1.49993,-0.586517,0.864773,-36.9792
0.792,0,100,0,115.2,0,-36.9792,-0.0496355,0.133267,0.572584,-0.068009,0.43585,-39.883
0.795,0,100,0,117,0,-39.883,0.208584,0.126459,2.47249,0.712594,-0.699414,-42.2572
0.798,0,100,0,118.8,0,-42.2572,0.28652,0.166987,3.2333,0.533998,-0.132811,-45.7516
0.801,0,100,0,120.6,0,-45.7516,0.27012,0.359515,1.97032,-1.2675,1.94545,-46.6008
0.804,0,100,0,122.4,0,-46.6008,0.177025,-0.0816332,3.14326,-0.0609701,-0.838176,-46.9768
0.807,0,100,0,124.2,0,-46.9768,0.0773596,0.0535482,4.09244,-0.657162,0.0957098,-48.4309
0.81,0,100,0,126,0,-48.4309,0.111922,-0.0590324,3.41162,1.47516,0.750018,-51.1675
0.813,0,100,0,127.8,0,-51.1675,0.1663,0.131776,0.906199,2.06626,2.95544,-39.1887
0.816,0,100,0,129.6,0,-39.1887,0.0555487,0.157255,2.76101,0.255863,0.589773,-41.4642
0.819,0,100,0,131.4,0,-41.4642,0.111807,0.164096,4.29129,-0.643939,0.587255,-39.7841
0.822,0,100,0,133.2,0,-39.7841,0.13093,0.0563041,4.94434,0.738204,-0.474108,-39.9617
0.825,0,100,0,135,0,-39.9617,0.122414,-0.149423,2.04887,-0.353269,0.0919116,-35.3708
0.828,0,100,0,136.8,0,-35.3708,0.0375055,0.0856743,3.2822,-0.360655,-0.126346,-38.0136
0.831,0,100,0,138.6,0,-38.0136,0.0670755,0.107751,2.44074,0.00977165,-0.240193,-38.5163
0.834,0,100,0,140.4,0,-38.5163,0.455169,0.250921,2.27547,-0.240276,2.39776,-40.5841
0.837,0,100,0,142.2,0,-40.5841,0.136194,0.0121126,1.76129,-0.733112,0.270841,-40.117
0.84,0,100,0,144,0,-40.117,-0.0790343,0.124201,3.41721,-1.12827,-0.983966,-44.5835
0.843,0,100,0,145.8,0,-44.5835,0.214889,0.275338,2.20725,-0.883891,0.190456,-44.452
0.846,0,100,0,147.6,0,-44.452,0.158216,0.246072,3.50962,-1.0624,1.54189,-50.7668
0.849,0,100,0,149.4,0,-50.7668,0.0844117,-0.0957926,4.03605,1.32564,0.846319,-48.1437
0.852,0,100,0,151.2,0,-48.1437,0.153684,0.251891,2.63767,0.444485,2.07619,-51.1234
0.855,0,100,0,153,0,-51.1234,0.181356,0.0921033,3.30048,2.02725,3.22616,-47.5741
0.858,0,100,0,154.8,0,-47.5741,-0.107304,-0.0172787,2.77213,0.461683,-2.7034,-44.8587
0.861,0,100,0,156.6,0,-44.8587,0.285351,0.0551184,5.40451,0.726166,0.674208,-44.6061
0.864,0,100,0,158.4,0,-44.6061,0.13343,-0.303072,4.38183,1.82026,-1.45742,-38.0373
0.867,0,100,0,160.2,0,-38.0373,0.0597664,0.0720405,3.50902,-0.324045,0.184609,-36.5481
0.87,0,100,0,162,0,-36.5481,0.224381,0.0920129,3.31109,-0.0657184,1.16268,-37.6292
0.873,0,100,0,163.8,0,-37.6292,0.310021,-0.121394,1.77656,0.846195,0.164482,-36.886
0.876,0,100,0,165.6,0,-36.886,0.192529,0.149395,1.84253,-0.426257,1.25907,-39.616
0.879,0,100,0,167.4,0,-39.616,0.05391,-0.0470367,2.19253,0.270858,1.1052,-40.7309
0.882,0,100,0,169.2,0,-40.7309,0.133829,0.418199,2.70348,0.279826,0.293187,-43.2302
0.885,0,100,0,171,0,-43.2302,0.177193,0.183152,3.02178,-2.3027,0.475276,-47.719
0.888,0,100,0,172.8,0,-47.719,0.477414,0.0432694,2.3712,-0.213964,3.00114,-46.0883
0.891,0,100,0,174.6,0,-46.0883,0.11384,0.164455,5.21746,-1.43126,0.947171,-50.4339
0.894,0,100,0,176.4,0,-50.4339,0.118808,-0.0664232,3.24496,0.598121,0.696766,-48.6901
0.897,0,100,0,178.2,0,-48.6901,0.104264,0.223003,5.01097,-0.199981,1.86327,-54.8074
0.9,0,100,0,180,0,-54.8074,0.80214,0.4007,16.3639,2.63826,2.64925,-72.2478
0.903,0,100,0,181.8,0,-72.2478,0.230471,0.0930915,2.8078,0.487085,1.33116,-38.342
0.906,0,100,0,183.6,0,-38.342,0.282272,-0.112893,3.34384,-0.23892,-0.881078,-36.2288
0.909,0,100,0,185.4,0,-36.2288,0.320203,0.113613,3.131,0.733133,1.83828,-34.4858
0.912,0,100,0,187.2,0,-34.4858,0.204488,-0.125847,2.02929,0.972559,0.259565,-33.9305
0.915,0,100,0,189,0,-33.9305,0.148561,-0.0558827,1.6688,-0.45508,0.503199,-35.8315
0.918,0,100,0,190.8,0,-35.8315,0.199558,-0.0662719,1.43365,0.793131,0.0183543,-35.9564
0.921,0,100,0,192.6,0,-35.9564,0.0531506,-0.173306,1.63089,1.16605,-0.603303,-39.5118
0.924,0,100,0,194.4,0,-39.5118,0.491153,0.0962979,3.04257,0.68558,0.302035,-42.7229
0.927,0,100,0,196.2,0,-42.7229,0.32153,0.142623,2.89586,-0.558679,1.29023,-44.7058
0.93,0,100,0,198,0,-44.7058,0.496825,0.0932894,2.1742,0.42121,2.09672,-46.4806
0.933,0,100,0,199.8,0,-46.4806,0.419139,0.0571485,3.74619,0.180489,1.30259,-47.4305
0.936,0,100,0,201.6,0,-47.4305,0.209102,-0.0568295,3.85702,0.478742,0.53559,-48.0689
0.939,0,100,0,203.4,0,-48.0689,0.305607,0.187993,3.96203,1.39372,3.04514,-56.3826
0.942,0,100,0,205.2,0,-56.3826,0.419997,-0.0128197,2.39897,3.12442,0.261514,-41.5629
0.945,0,100,0,207,0,-41.5629,0.200455,-0.171085,2.17902,0.666037,-0.194838,-41.8949
0.948,0,100,0,208.8,0,-41.8949,0.206654,0.148928,4.00977,-0.388306,0.954843,-38.5396
0.951,0,100,0,210.6,0,-38.5396,0.356649,-0.0142067,3.93906,0.0683424,-0.400268,-37.7761
0.954,0,100,0,212.4,0,-37.7761,0.283627,0.163655,2.40986,0.112137,3.59388,-34.547
0.957,0,100,0,214.2,0,-34.547,0.130197,-0.00940304,2.68599,1.01075,-0.281004,-36.9582
0.96,0,100,0,216,0,-36.9582,0.176376,0.194406,2.28875,-1.5427,-0.185442,-38.5487
0.963,0,100,0,217.8,0,-38.5487,0.141364,-0.0786997,1.16406,0.604925,-0.217142,-40.4391
0.966,0,100,0,219.6,0,-40.4391,0.218336,0.0422519,1.83215,-0.496503,0.431248,-39.7973
0.969,0,100,0,221.4,0,-39.7973,0.053863,-0.00734294,4.08512,-0.206514,0.160322,-45.3085
0.972,0,100,0,223.2,0,-45.3085,0.281937,0.278743,2.16457,-0.644122,1.53141,-44.4283
0.975,0,100,0,225,0,-44.4283,0.303904,0.238731,3.28394,-0.255943,1.91849,-50.3664
0.978,0,100,0,226.8,0,-50.3664,0.0853138,0.147093,5.00685,-1.46703,1.5145,-49.553
0.981,0,100,0,228.6,0,-49.553,0.104037,0.322528,4.31196,-0.483807,2.29786,-57.2822
0.984,0,100,0,230.4,0,-57.2822,0.271322,0.415649,1.63572,0.43222,5.10072,-42.9611
0.987,0,100,0,232.2,0,-42.9611,0.156406,0.120644,1.89272,0.406964,-0.077551,-41.3879
0.99,0,100,0,234,0,-41.3879,0.417471,0.379855,4.87209,-0.355595,1.91526,-43.0522
0.993,0,100,0,235.8,0,-43.0522,0.223128,0.0592423,3.42286,0.911792,0.241207,-36.808
0.996,0,100,0,237.6,0,-36.808,0.184685,0.170625,3.16879,-0.596072,1.4197,-36.4886
0.999,0,100,0,239.4,0,-36.4886,0.198384,0.208752,2.70642,-0.401031,1.39086,-37.3915
1.002,0,100,0,241.2,0,-37.3915,0.162219,-0.0177353,2.57789,-0.955588,-0.366073,-38.7954
1.005,0,100,0,243,0,-38.7954,0.108236,0.304533,1.85251,-1.44801,0.708529,-38.599
1.008,0,100,0,244.8,0,-38.599,0.242829,-0.021975,1.83611,0.301549,1.85154,-40.2162
1.011,0,100,0,246.6,0,-40.2162,0.261167,0.301711,3.52951,0.0490346,1.34376,-44.2388
1.014,0,100,0,248.4,0,-44.2388,0.222399,0.432264,2.83233,-1.77275,1.45959,-48.2195
1.017,0,100,0,250.2,0,-48.2195,0.0845232,0.207768,2.95122,-2.6051,1.08626,-48.1542
1.02,0,100,0,252,0,-48.1542,0.0603928,0.146319,5.23442,-1.22909,1.13182,-49.3973
1.023,0,100,0,253.8,0,-49.3973,0.226695,0.314606,2.86981,-0.827912,2.26046,-51.2147
1.026,0,100,0,255.6,0,-51.2147,0.0353998,0.242424,5.18827,-1.06812,1.40412,-51.7859
1.029,0,100,0,257.4,0,-51.7859,0.437798,0.242905,11.5109,1.77248,0.961385,-61.1424
1.032,0,100,0,259.2,0,-61.1424,0.150933,0.0272876,3.97043,-0.186413,-0.21886,-42.6594
1.035,0,100,0,261,0,-42.6594,0.362046,-0.0969497,3.39734,0.827346,0.983116,-36.1948
1.038,0,100,0,262.8,0,-36.1948,0.363625,0.01817,2.32813,0.46227,1.21916,-34.3747
1.041,0,100,0,264.6,0,-34.3747,0.192259,-0.0710662,2.47803,0.577564,0.498313,-35.2013
1.044,0,100,0,266.4,0,-35.2013,0.247708,0.130478,1.5764,-0.637323,1.22785,-37.4926
1.047,0,100,0,268.2,0,-37.4926,0.117491,0.0743874,1.14089,0.266769,0.813641,-36.8038
1.05,0,100,0,270,0,-36.8038,0.162768,0.214116,1.74704,-0.7063,0.919617,-39.876
1.053,0,100,0,271.8,0,-39.876,0.158727,0.367811,2.7448,-0.376517,0.655021,-42.3361
1.056,0,100,0,273.6,0,-42.3361,0.359504,0.232479,2.39352,-0.377696,0.819992,-45.3604
1.059,0,100,0,275.4,0,-45.3604,0.207846,0.341172,2.02039,-1.30245,1.12436,-46.6687
1.062,0,100,0,277.2,0,-46.6687,0.186948,0.348735,4.24918,-1.62289,1.85668,-48.1854
1.065,0,100,0,279,0,-48.1854,0.040113,0.368027,3.50156,-1.92103,2.27998,-47.8628
1.068,0,100,0,280.8,0,-47.8628,0.170293,0.346275,4.52681,0.102304,2.54785,-54.3887
1.071,0,100,0,282.6,0,-54.3887,0.440731,0.264333,14.2457,-0.517013,0.627096,-66.2884
1.074,0,100,0,284.4,0,-66.2884,0.125848,0.189704,2.25916,-0.495534,0.807214,-37.812
1.077,0,100,0,286.2,0,-37.812,0.110915,0.167383,3.74962,-0.556802,-0.688712,-36.645
1.08,0,100,0,288,0,-36.645,0.231911,0.0398039,2.51414,1.57099,0.498208,-34.6779
1.083,0,100,0,289.8,0,-34.6779,0.240211,0.276683,2.32699,-1.49908,2.28981,-33.7042
1.086,0,100,0,291.6,0,-33.7042,-0.074837,0.214664,1.88093,-2.01826,0.112945,-35.5442
1.089,0,100,0,293.4,0,-35.5442,0.250433,0.243871,1.68299,-0.687844,0.946252,-36.4325
1.092,0,100,0,295.2,0,-36.4325,0.0245617,-0.0523464,0.775787,0.27952,0.524516,-38.8979
1.095,0,100,0,297,0,-38.8979,0.100395,-0.0109733,2.31762,0.338621,-1.37044,-41.7408
1.098,0,100,0,298.8,0,-41.7408,0.0680311,0.10709,3.02073,-1.1035,-1.00366,-44.4655
1.101,0,100,0,300.6,0,-44.4655,0.300961,0.288457,2.54135,-0.898604,1.29119,-46.232
1.104,0,100,0,302.4,0,-46.232,0.163693,0.0456218,3.17596,-0.24877,-0.375602,-46.4194
1.107,0,100,0,304.2,0,-46.4194,0.136874,0.291875,4.38878,-0.406996,1.29936,-47.6607
1.11,0,100,0,306,0,-47.6607,-0.0670521,0.313767,3.69405,-0.790812,1.39238,-50.4729
1.113,0,100,0,307.8,0,-50.4729,0.239695,0.17671,0.947234,0.323542,2.06433,-39.2979
1.116,0,100,0,309.6,0,-39.2979,0.042598,0.180743,3.08895,-0.695503,-0.195857,-41.2811
1.119,0,100,0,311.4,0,-41.2811,0.27965,0.180256,4.09697,-0.575465,0.900578,-38.8586
1.122,0,100,0,313.2,0,-38.8586,0.199876,0.0152013,4.2303,1.26097,-0.716151,-38.7674
1.125,0,100,0,315,0,-38.7674,0.20398,0.0149871,2.26519,-0.531775,1.31254,-35.0058
1.128,0,100,0,316.8,0,-35.0058,0.162082,-0.156563,3.93789,-0.620194,-0.243928,-37.553
1.131,0,100,0,318.6,0,-37.553,0.225966,0.115125,2.56462,-0.447068,0.921614,-37.8095
1.134,0,100,0,320.4,0,-37.8095,0.266421,0.0452002,2.51721,0.302299,0.301684,-40.3044
1.137,0,100,0,322.2,0,-40.3044,0.139474,0.0718759,1.84028,-0.394465,-0.00181956,-40.4769
1.14,0,100,0,324,0,-40.4769,-0.110028,0.335548,3.66425,-2.34348,-0.675817,-44.5161
1.143,0,100,0,325.8,0,-44.5161,0.231296,0.245422,2.12743,-1.53043,0.734797,-44.1327
1.146,0,100,0,327.6,0,-44.1327,0.14477,0.303134,3.63804,-1.46261,1.96767,-50.1831
1.149,0,100,0,329.4,0,-50.1831,-0.0555134,0.0915859,4.50857,-0.986515,0.617955,-48.1443
1.152,0,100,0,331.2,0,-48.1443,0.102564,0.425376,3.32816,-0.846279,2.7714,-51.3237
1.155,0,100,0,333,0,-51.3237,0.21962,0.310247,3.61524,-0.957032,1.26389,-46.7358
1.158,0,100,0,334.8,0,-46.7358,-0.0335174,0.146326,3.06632,-0.863915,-0.760888,-44.5453
1.161,0,100,0,336.6,0,-44.5453,0.0557593,0.210076,5.34069,-0.0344374,1.20256,-43.9158
1.164,0,100,0,338.4,0,-43.9158,0.215522,-0.0905392,4.46241,1.77434,0.454039,-37.5671
1.167,0,100,0,340.2,0,-37.5671,0.173912,-0.0172253,3.78711,0.31429,0.119544,-36.3149
1.17,0,100,0,342,0,-36.3149,0.205232,0.050753,3.1983,-0.000353513,0.430312,-37.4118
1.173,0,100,0,343.8,0,-37.4118,0.361065,0.0248838,2.37058,0.362667,0.995801,-37.0835
1.176,0,100,0,345.6,0,-37.0835,0.188131,0.0998748,2.2079,-1.01114,-0.887654,-39.9749
1.179,0,100,0,347.4,0,-39.9749,0.127591,0.064916,2.31574,-0.224224,0.593939,-40.9493
1.182,0,100,0,349.2,0,-40.9493,0.185226,0.158712,3.1125,-0.932885,0.889404,-42.8781
1.185,0,100,0,351,0,-42.8781,0.286909,0.277898,3.27841,-0.926693,1.35863,-47.8238
1.188,0,100,0,352.8,0,-47.8238,0.11839,0.203996,2.86461,-1.18575,0.522699,-46.191
1.191,0,100,0,354.6,0,-46.191,0.171201,0.0314585,5.59688,-0.42386,0.429221,-50.5354
1.194,0,100,0,356.4,0,-50.5354,0.0451434,0.2786,3.96046,-0.704041,0.868986,-49.0528
1.197,0,100,0,358.2,0,-49.0528,0.214126,0.299843,5.05222,-0.33143,2.16463,-53.9815
1.2,0,100,0,360,0,-53.9815,0.665442,0.693408,17.6508,1.12716,3.37907,-72.9794
